"No.","Residence Hall","Room","Occupancy","Time"
687,"Pass ",,,4/6/09 7:30:02
688,"Pass ",,,4/6/09 7:30:08
689,"Pass ",,,4/6/09 7:30:23
690,"Pass ",,,4/6/09 7:31:27
691,"No Show ",,,4/6/09 7:31:39
692,"Pass ",,,4/6/09 7:31:47
693,"Pass ",,,4/6/09 7:31:57
694,"Pass ",,,4/6/09 7:32:05
695,"Pass ",,,4/6/09 7:32:10
696,"Pass ",,,4/6/09 7:32:16
697,"Pass ",,,4/6/09 7:32:22
698,"Pass ",,,4/6/09 7:32:27
699,"Pass ",,,4/6/09 7:32:33
700,"Pass ",,,4/6/09 7:32:45
701,"Pass ",,,4/6/09 7:32:52
702,"Pass ",,,4/6/09 7:32:56
703,"Pass ",,,4/6/09 7:33:02
704,"Pass ",,,4/6/09 7:33:08
705,"Pass ",,,4/6/09 7:33:15
706,"Pass ",,,4/6/09 7:33:22
707,"Pass ",,,4/6/09 7:33:28
708,"Everett House ",309,4,4/6/09 7:33:38
709,"No Show ",,,4/6/09 7:33:53
710,"No Show ",,,4/6/09 7:34:05
711,"Pass ",,,4/6/09 7:34:13
712,"Pass ",,,4/6/09 7:34:20
713,"Pass ",,,4/6/09 7:34:31
714,"Poland House ",216,3,4/6/09 7:34:43
715,"Pass ",,,4/6/09 7:34:54
716,"Pass ",,,4/6/09 7:34:57
717,"Pass ",,,4/6/09 7:35:05
718,"Pass ",,,4/6/09 7:35:13
719,"No Show ",,,4/6/09 7:35:23
720,"No Show ",,,4/6/09 7:35:32
721,"No Show ",,,4/6/09 7:35:43
722,"No Show ",,,4/6/09 7:35:52
